,GR,RO,RS,TR,MK,sum
2023-11-16 23:00:00+00:00,419.0,0.0,2.0,33.0,213.0,667.0
2023-11-17 00:00:00+00:00,490.0,0.0,0.0,27.0,229.0,746.0
2023-11-17 01:00:00+00:00,443.0,13.0,0.0,26.0,195.0,677.0
2023-11-17 02:00:00+00:00,418.0,19.0,0.0,19.0,183.0,639.0
2023-11-17 03:00:00+00:00,420.0,13.0,0.0,14.0,183.0,630.0
2023-11-17 04:00:00+00:00,371.0,1.0,0.0,6.0,157.0,535.0
2023-11-17 05:00:00+00:00,242.0,25.0,0.0,10.0,94.0,371.0
2023-11-17 06:00:00+00:00,9.0,192.0,0.0,2.0,23.0,226.0
2023-11-17 07:00:00+00:00,0.0,382.0,257.0,0.0,10.0,649.0
2023-11-17 08:00:00+00:00,0.0,413.0,303.0,0.0,13.0,729.0
2023-11-17 09:00:00+00:00,0.0,407.0,345.0,0.0,26.0,778.0
2023-11-17 10:00:00+00:00,0.0,570.0,253.0,0.0,9.0,832.0
2023-11-17 11:00:00+00:00,0.0,581.0,242.0,0.0,11.0,834.0
2023-11-17 12:00:00+00:00,0.0,603.0,183.0,1.0,4.0,791.0
2023-11-17 13:00:00+00:00,0.0,551.0,41.0,0.0,0.0,592.0
2023-11-17 14:00:00+00:00,0.0,408.0,0.0,0.0,0.0,408.0
2023-11-17 15:00:00+00:00,0.0,548.0,50.0,0.0,13.0,611.0
2023-11-17 16:00:00+00:00,0.0,574.0,134.0,0.0,38.0,746.0
2023-11-17 17:00:00+00:00,0.0,479.0,123.0,1.0,35.0,638.0
2023-11-17 18:00:00+00:00,0.0,338.0,70.0,0.0,12.0,420.0
2023-11-17 19:00:00+00:00,0.0,158.0,10.0,1.0,0.0,169.0
2023-11-17 20:00:00+00:00,0.0,163.0,143.0,2.0,22.0,330.0
2023-11-17 21:00:00+00:00,24.0,37.0,147.0,39.0,89.0,336.0
2023-11-17 22:00:00+00:00,28.0,251.0,175.0,10.0,85.0,549.0
2023-11-17 23:00:00+00:00,68.0,213.0,211.0,10.0,141.0,643.0
2023-11-18 00:00:00+00:00,39.0,259.0,215.0,15.0,126.0,654.0
2023-11-18 01:00:00+00:00,3.0,398.0,239.0,4.0,120.0,764.0
2023-11-18 02:00:00+00:00,6.0,512.0,209.0,5.0,110.0,842.0
2023-11-18 03:00:00+00:00,1.0,590.0,207.0,5.0,96.0,899.0
2023-11-18 04:00:00+00:00,18.0,446.0,215.0,4.0,128.0,811.0
2023-11-18 05:00:00+00:00,76.0,194.0,221.0,8.0,173.0,672.0
2023-11-18 06:00:00+00:00,0.0,240.0,157.0,2.0,76.0,475.0
2023-11-18 07:00:00+00:00,0.0,308.0,188.0,28.0,35.0,559.0
2023-11-18 08:00:00+00:00,0.0,298.0,139.0,110.0,1.0,548.0
2023-11-18 09:00:00+00:00,0.0,370.0,137.0,74.0,0.0,581.0
2023-11-18 10:00:00+00:00,0.0,365.0,166.0,90.0,0.0,621.0
2023-11-18 11:00:00+00:00,0.0,444.0,197.0,70.0,0.0,711.0
2023-11-18 12:00:00+00:00,0.0,391.0,174.0,96.0,0.0,661.0
2023-11-18 13:00:00+00:00,2.0,146.0,152.0,27.0,59.0,386.0
2023-11-18 14:00:00+00:00,95.0,2.0,73.0,13.0,125.0,308.0
2023-11-18 15:00:00+00:00,182.0,0.0,94.0,6.0,178.0,460.0
2023-11-18 16:00:00+00:00,149.0,0.0,103.0,12.0,154.0,418.0
2023-11-18 17:00:00+00:00,251.0,0.0,112.0,18.0,203.0,584.0
2023-11-18 18:00:00+00:00,225.0,0.0,141.0,10.0,211.0,587.0
2023-11-18 19:00:00+00:00,187.0,0.0,206.0,12.0,218.0,623.0
2023-11-18 20:00:00+00:00,207.0,0.0,171.0,22.0,225.0,625.0
2023-11-18 21:00:00+00:00,199.0,0.0,215.0,164.0,254.0,832.0
2023-11-18 22:00:00+00:00,110.0,0.0,201.0,160.0,220.0,691.0
2023-11-18 23:00:00+00:00,169.0,0.0,233.0,258.0,233.0,893.0
2023-11-19 00:00:00+00:00,200.0,0.0,215.0,311.0,203.0,929.0
2023-11-19 01:00:00+00:00,186.0,0.0,171.0,319.0,169.0,845.0
2023-11-19 02:00:00+00:00,154.0,0.0,113.0,290.0,134.0,691.0
2023-11-19 03:00:00+00:00,160.0,0.0,80.0,292.0,127.0,659.0
2023-11-19 04:00:00+00:00,235.0,0.0,26.0,304.0,151.0,716.0
2023-11-19 05:00:00+00:00,228.0,0.0,33.0,234.0,175.0,670.0
2023-11-19 06:00:00+00:00,62.0,0.0,153.0,250.0,133.0,598.0
2023-11-19 07:00:00+00:00,0.0,0.0,212.0,233.0,85.0,530.0
2023-11-19 08:00:00+00:00,0.0,0.0,254.0,246.0,104.0,604.0
2023-11-19 09:00:00+00:00,11.0,0.0,306.0,274.0,145.0,736.0
2023-11-19 10:00:00+00:00,88.0,0.0,339.0,280.0,189.0,896.0
2023-11-19 11:00:00+00:00,195.0,5.0,377.0,314.0,238.0,1129.0
2023-11-19 12:00:00+00:00,309.0,0.0,344.0,359.0,290.0,1302.0
2023-11-19 13:00:00+00:00,436.0,0.0,206.0,254.0,308.0,1204.0
2023-11-19 14:00:00+00:00,509.0,0.0,45.0,106.0,312.0,972.0
2023-11-19 15:00:00+00:00,527.0,0.0,0.0,26.0,320.0,873.0
2023-11-19 16:00:00+00:00,562.0,0.0,0.0,43.0,346.0,951.0
2023-11-19 17:00:00+00:00,587.0,0.0,0.0,30.0,335.0,952.0
2023-11-19 18:00:00+00:00,553.0,0.0,0.0,34.0,314.0,901.0
2023-11-19 19:00:00+00:00,516.0,0.0,0.0,38.0,270.0,824.0
2023-11-19 20:00:00+00:00,523.0,0.0,0.0,50.0,275.0,848.0
2023-11-19 21:00:00+00:00,611.0,0.0,17.0,115.0,314.0,1057.0
2023-11-19 22:00:00+00:00,612.0,0.0,26.0,141.0,311.0,1090.0
2023-11-19 23:00:00+00:00,556.0,0.0,91.0,108.0,302.0,1057.0
2023-11-20 00:00:00+00:00,641.0,0.0,77.0,119.0,313.0,1150.0
2023-11-20 01:00:00+00:00,601.0,0.0,50.0,98.0,282.0,1031.0
2023-11-20 02:00:00+00:00,598.0,0.0,12.0,146.0,261.0,1017.0
2023-11-20 03:00:00+00:00,641.0,0.0,0.0,131.0,257.0,1029.0
2023-11-20 04:00:00+00:00,588.0,0.0,0.0,74.0,230.0,892.0
2023-11-20 05:00:00+00:00,403.0,0.0,0.0,32.0,157.0,592.0
2023-11-20 06:00:00+00:00,87.0,429.0,141.0,3.0,87.0,747.0
2023-11-20 07:00:00+00:00,2.0,778.0,265.0,1.0,85.0,1131.0
2023-11-20 08:00:00+00:00,0.0,937.0,295.0,1.0,57.0,1290.0
2023-11-20 09:00:00+00:00,0.0,895.0,284.0,0.0,46.0,1225.0
2023-11-20 10:00:00+00:00,0.0,986.0,295.0,0.0,38.0,1319.0
2023-11-20 11:00:00+00:00,0.0,961.0,203.0,0.0,1.0,1165.0
2023-11-20 12:00:00+00:00,0.0,881.0,184.0,0.0,2.0,1067.0
2023-11-20 13:00:00+00:00,0.0,617.0,62.0,7.0,3.0,689.0
2023-11-20 14:00:00+00:00,16.0,401.0,0.0,2.0,7.0,426.0
2023-11-20 15:00:00+00:00,97.0,445.0,0.0,1.0,32.0,575.0
2023-11-20 16:00:00+00:00,170.0,316.0,0.0,6.0,77.0,569.0
2023-11-20 17:00:00+00:00,119.0,322.0,0.0,4.0,61.0,506.0
2023-11-20 18:00:00+00:00,86.0,438.0,24.0,3.0,56.0,607.0
2023-11-20 19:00:00+00:00,64.0,15.0,0.0,6.0,11.0,96.0
2023-11-20 20:00:00+00:00,201.0,2.0,0.0,14.0,83.0,300.0
2023-11-20 21:00:00+00:00,342.0,0.0,19.0,32.0,188.0,581.0
2023-11-20 22:00:00+00:00,360.0,0.0,60.0,26.0,220.0,666.0
2023-11-20 23:00:00+00:00,458.0,0.0,76.0,26.0,276.0,836.0
2023-11-21 00:00:00+00:00,484.0,0.0,66.0,16.0,264.0,830.0
2023-11-21 01:00:00+00:00,473.0,0.0,57.0,23.0,245.0,798.0
2023-11-21 02:00:00+00:00,456.0,0.0,29.0,22.0,224.0,731.0
2023-11-21 03:00:00+00:00,486.0,0.0,0.0,29.0,225.0,740.0
2023-11-21 04:00:00+00:00,463.0,0.0,0.0,28.0,186.0,677.0
2023-11-21 05:00:00+00:00,255.0,89.0,0.0,14.0,123.0,481.0
2023-11-21 06:00:00+00:00,13.0,532.0,73.0,5.0,4.0,627.0
2023-11-21 07:00:00+00:00,0.0,900.0,179.0,0.0,5.0,1084.0
2023-11-21 08:00:00+00:00,0.0,1157.0,249.0,0.0,22.0,1428.0
2023-11-21 09:00:00+00:00,0.0,1146.0,244.0,1.0,21.0,1412.0
2023-11-21 10:00:00+00:00,0.0,1175.0,255.0,0.0,17.0,1447.0
2023-11-21 11:00:00+00:00,0.0,1081.0,153.0,0.0,0.0,1234.0
2023-11-21 12:00:00+00:00,0.0,928.0,70.0,0.0,0.0,998.0
2023-11-21 13:00:00+00:00,0.0,871.0,0.0,0.0,0.0,871.0
2023-11-21 14:00:00+00:00,0.0,769.0,0.0,1.0,0.0,770.0
2023-11-21 15:00:00+00:00,0.0,868.0,26.0,0.0,1.0,895.0
2023-11-21 16:00:00+00:00,0.0,897.0,33.0,1.0,0.0,931.0
2023-11-21 17:00:00+00:00,0.0,981.0,29.0,0.0,0.0,1010.0
2023-11-21 18:00:00+00:00,0.0,1048.0,67.0,0.0,2.0,1117.0
2023-11-21 19:00:00+00:00,0.0,889.0,56.0,0.0,4.0,949.0
2023-11-21 20:00:00+00:00,0.0,366.0,0.0,2.0,1.0,369.0
2023-11-21 21:00:00+00:00,0.0,205.0,65.0,2.0,70.0,342.0
2023-11-21 22:00:00+00:00,19.0,313.0,126.0,2.0,114.0,574.0
2023-11-21 23:00:00+00:00,158.0,169.0,155.0,2.0,189.0,673.0
2023-11-22 00:00:00+00:00,174.0,282.0,139.0,11.0,170.0,776.0
2023-11-22 01:00:00+00:00,150.0,377.0,127.0,7.0,133.0,794.0
2023-11-22 02:00:00+00:00,136.0,411.0,103.0,5.0,110.0,765.0
2023-11-22 03:00:00+00:00,201.0,300.0,69.0,14.0,126.0,710.0
2023-11-22 04:00:00+00:00,181.0,131.0,0.0,8.0,92.0,412.0
2023-11-22 05:00:00+00:00,3.0,279.0,0.0,4.0,1.0,287.0
2023-11-22 06:00:00+00:00,0.0,658.0,0.0,1.0,0.0,659.0
2023-11-22 07:00:00+00:00,0.0,665.0,0.0,0.0,0.0,665.0
2023-11-22 08:00:00+00:00,0.0,641.0,0.0,0.0,0.0,641.0
2023-11-22 09:00:00+00:00,0.0,551.0,0.0,1.0,0.0,552.0
2023-11-22 10:00:00+00:00,0.0,457.0,0.0,0.0,0.0,457.0
2023-11-22 11:00:00+00:00,0.0,583.0,0.0,1.0,0.0,584.0
2023-11-22 12:00:00+00:00,0.0,558.0,0.0,3.0,0.0,561.0
2023-11-22 13:00:00+00:00,3.0,477.0,0.0,2.0,1.0,483.0
2023-11-22 14:00:00+00:00,0.0,691.0,0.0,5.0,3.0,699.0
2023-11-22 15:00:00+00:00,0.0,776.0,0.0,2.0,4.0,782.0
2023-11-22 16:00:00+00:00,0.0,640.0,26.0,2.0,6.0,674.0
2023-11-22 17:00:00+00:00,29.0,518.0,63.0,9.0,15.0,634.0
2023-11-22 18:00:00+00:00,1.0,191.0,0.0,3.0,1.0,196.0
2023-11-22 19:00:00+00:00,99.0,94.0,0.0,20.0,31.0,244.0
2023-11-22 20:00:00+00:00,285.0,0.0,126.0,49.0,168.0,628.0
2023-11-22 21:00:00+00:00,495.0,0.0,183.0,83.0,299.0,1060.0
2023-11-22 22:00:00+00:00,534.0,0.0,179.0,111.0,314.0,1138.0
2023-11-22 23:00:00+00:00,460.0,0.0,173.0,93.0,266.0,992.0
2023-11-23 00:00:00+00:00,537.0,0.0,145.0,110.0,281.0,1073.0
2023-11-23 01:00:00+00:00,508.0,0.0,91.0,146.0,241.0,986.0
2023-11-23 02:00:00+00:00,452.0,1.0,0.0,299.0,164.0,916.0
2023-11-23 03:00:00+00:00,379.0,2.0,0.0,262.0,122.0,765.0
2023-11-23 04:00:00+00:00,306.0,4.0,0.0,25.0,110.0,445.0
2023-11-23 05:00:00+00:00,164.0,132.0,0.0,14.0,44.0,354.0
2023-11-23 06:00:00+00:00,0.0,624.0,0.0,0.0,0.0,624.0
2023-11-23 07:00:00+00:00,0.0,583.0,0.0,0.0,0.0,583.0
2023-11-23 08:00:00+00:00,0.0,360.0,0.0,1.0,0.0,361.0
2023-11-23 09:00:00+00:00,0.0,25.0,0.0,0.0,0.0,25.0
2023-11-23 10:00:00+00:00,0.0,0.0,0.0,2.0,0.0,2.0
2023-11-23 11:00:00+00:00,2.0,0.0,0.0,3.0,0.0,5.0
2023-11-23 12:00:00+00:00,8.0,0.0,0.0,3.0,0.0,11.0
2023-11-23 13:00:00+00:00,82.0,27.0,0.0,25.0,2.0,136.0
2023-11-23 14:00:00+00:00,41.0,147.0,0.0,5.0,2.0,195.0
2023-11-23 15:00:00+00:00,81.0,182.0,0.0,6.0,8.0,277.0
2023-11-23 16:00:00+00:00,155.0,145.0,78.0,9.0,72.0,459.0
2023-11-23 17:00:00+00:00,159.0,94.0,79.0,12.0,75.0,419.0
2023-11-23 18:00:00+00:00,241.0,12.0,76.0,25.0,129.0,483.0
2023-11-23 19:00:00+00:00,388.0,0.0,105.0,39.0,211.0,743.0
2023-11-23 20:00:00+00:00,572.0,0.0,99.0,70.0,305.0,1046.0
2023-11-23 21:00:00+00:00,725.0,0.0,115.0,226.0,380.0,1446.0
2023-11-23 22:00:00+00:00,719.0,0.0,148.0,306.0,388.0,1561.0
2023-11-23 23:00:00+00:00,795.0,0.0,205.0,362.0,435.0,1797.0
2023-11-24 00:00:00+00:00,802.0,0.0,204.0,354.0,428.0,1788.0
2023-11-24 01:00:00+00:00,764.0,0.0,181.0,378.0,397.0,1720.0
2023-11-24 02:00:00+00:00,728.0,0.0,161.0,336.0,373.0,1598.0
2023-11-24 03:00:00+00:00,700.0,0.0,130.0,315.0,351.0,1496.0
2023-11-24 04:00:00+00:00,648.0,0.0,56.0,264.0,310.0,1278.0
2023-11-24 05:00:00+00:00,548.0,0.0,52.0,105.0,280.0,985.0
2023-11-24 06:00:00+00:00,296.0,23.0,85.0,18.0,175.0,597.0
2023-11-24 07:00:00+00:00,280.0,164.0,194.0,24.0,194.0,856.0
2023-11-24 08:00:00+00:00,163.0,150.0,183.0,12.0,152.0,660.0
2023-11-24 09:00:00+00:00,168.0,141.0,190.0,18.0,169.0,686.0
2023-11-24 10:00:00+00:00,136.0,99.0,189.0,8.0,192.0,624.0
2023-11-24 11:00:00+00:00,16.0,250.0,157.0,2.0,124.0,549.0
2023-11-24 12:00:00+00:00,4.0,187.0,54.0,1.0,99.0,345.0
2023-11-24 13:00:00+00:00,2.0,177.0,28.0,2.0,55.0,264.0
2023-11-24 14:00:00+00:00,1.0,303.0,58.0,2.0,37.0,401.0
2023-11-24 15:00:00+00:00,0.0,448.0,82.0,2.0,30.0,562.0
2023-11-24 16:00:00+00:00,0.0,486.0,119.0,2.0,32.0,639.0
2023-11-24 17:00:00+00:00,0.0,547.0,120.0,2.0,13.0,682.0
2023-11-24 18:00:00+00:00,0.0,493.0,71.0,0.0,1.0,565.0
2023-11-24 19:00:00+00:00,0.0,269.0,0.0,2.0,0.0,271.0
2023-11-24 20:00:00+00:00,2.0,86.0,0.0,5.0,28.0,121.0
2023-11-24 21:00:00+00:00,199.0,0.0,0.0,4.0,163.0,366.0
2023-11-24 22:00:00+00:00,203.0,5.0,48.0,28.0,180.0,464.0
2023-11-24 23:00:00+00:00,209.0,58.0,89.0,21.0,198.0,575.0
2023-11-25 00:00:00+00:00,184.0,202.0,115.0,14.0,177.0,692.0
2023-11-25 01:00:00+00:00,157.0,354.0,116.0,18.0,134.0,779.0
2023-11-25 02:00:00+00:00,130.0,422.0,78.0,11.0,109.0,750.0
2023-11-25 03:00:00+00:00,139.0,373.0,50.0,22.0,106.0,690.0
2023-11-25 04:00:00+00:00,149.0,294.0,23.0,10.0,108.0,584.0
2023-11-25 05:00:00+00:00,115.0,100.0,36.0,35.0,82.0,368.0
2023-11-25 06:00:00+00:00,42.0,42.0,77.0,14.0,50.0,225.0
2023-11-25 07:00:00+00:00,6.0,7.0,71.0,7.0,43.0,134.0
2023-11-25 08:00:00+00:00,0.0,20.0,0.0,2.0,6.0,28.0
2023-11-25 09:00:00+00:00,0.0,9.0,0.0,6.0,3.0,18.0
2023-11-25 10:00:00+00:00,13.0,1.0,0.0,11.0,49.0,74.0
2023-11-25 11:00:00+00:00,114.0,3.0,0.0,12.0,101.0,230.0
2023-11-25 12:00:00+00:00,173.0,8.0,24.0,31.0,122.0,358.0
2023-11-25 13:00:00+00:00,229.0,0.0,0.0,14.0,141.0,384.0
2023-11-25 14:00:00+00:00,308.0,0.0,26.0,34.0,187.0,555.0
2023-11-25 15:00:00+00:00,76.0,137.0,91.0,6.0,114.0,424.0
2023-11-25 16:00:00+00:00,0.0,277.0,194.0,1.0,94.0,566.0
2023-11-25 17:00:00+00:00,0.0,454.0,307.0,3.0,128.0,892.0
2023-11-25 18:00:00+00:00,0.0,288.0,223.0,1.0,97.0,609.0
2023-11-25 19:00:00+00:00,12.0,45.0,150.0,2.0,117.0,326.0
2023-11-25 20:00:00+00:00,198.0,2.0,232.0,15.0,220.0,667.0
2023-11-25 21:00:00+00:00,225.0,1.0,313.0,38.0,261.0,838.0
2023-11-25 22:00:00+00:00,267.0,43.0,373.0,82.0,261.0,1026.0
2023-11-25 23:00:00+00:00,210.0,208.0,492.0,34.0,256.0,1200.0
2023-11-26 00:00:00+00:00,215.0,245.0,478.0,52.0,247.0,1237.0
2023-11-26 01:00:00+00:00,157.0,358.0,437.0,30.0,207.0,1189.0
2023-11-26 02:00:00+00:00,149.0,420.0,361.0,25.0,182.0,1137.0
2023-11-26 03:00:00+00:00,124.0,390.0,299.0,28.0,153.0,994.0
2023-11-26 04:00:00+00:00,206.0,274.0,275.0,19.0,181.0,955.0
2023-11-26 05:00:00+00:00,190.0,188.0,231.0,15.0,174.0,798.0
2023-11-26 06:00:00+00:00,60.0,106.0,141.0,8.0,111.0,426.0
2023-11-26 07:00:00+00:00,0.0,139.0,160.0,0.0,86.0,385.0
2023-11-26 08:00:00+00:00,0.0,196.0,171.0,5.0,46.0,418.0
2023-11-26 09:00:00+00:00,0.0,190.0,177.0,2.0,20.0,389.0
2023-11-26 10:00:00+00:00,0.0,282.0,204.0,2.0,35.0,523.0
2023-11-26 11:00:00+00:00,0.0,258.0,233.0,3.0,80.0,574.0
2023-11-26 12:00:00+00:00,0.0,233.0,154.0,7.0,67.0,461.0
2023-11-26 13:00:00+00:00,92.0,18.0,31.0,9.0,93.0,243.0
2023-11-26 14:00:00+00:00,308.0,21.0,45.0,21.0,165.0,560.0
2023-11-26 15:00:00+00:00,185.0,31.0,49.0,13.0,114.0,392.0
2023-11-26 16:00:00+00:00,120.0,10.0,115.0,16.0,110.0,371.0
2023-11-26 17:00:00+00:00,101.0,5.0,107.0,6.0,110.0,329.0
2023-11-26 18:00:00+00:00,167.0,0.0,119.0,12.0,131.0,429.0
2023-11-26 19:00:00+00:00,213.0,0.0,80.0,23.0,135.0,451.0
2023-11-26 20:00:00+00:00,419.0,0.0,234.0,61.0,261.0,975.0
2023-11-26 21:00:00+00:00,352.0,0.0,184.0,29.0,226.0,791.0
2023-11-26 22:00:00+00:00,279.0,0.0,218.0,19.0,214.0,730.0
2023-11-26 23:00:00+00:00,277.0,0.0,159.0,14.0,204.0,654.0
2023-11-27 00:00:00+00:00,282.0,0.0,134.0,21.0,175.0,612.0
2023-11-27 01:00:00+00:00,293.0,0.0,132.0,47.0,173.0,645.0
2023-11-27 02:00:00+00:00,268.0,0.0,125.0,16.0,172.0,581.0
2023-11-27 03:00:00+00:00,300.0,0.0,69.0,11.0,171.0,551.0
2023-11-27 04:00:00+00:00,306.0,0.0,0.0,5.0,144.0,455.0
2023-11-27 05:00:00+00:00,205.0,29.0,1.0,14.0,86.0,335.0
2023-11-27 06:00:00+00:00,0.0,382.0,77.0,3.0,10.0,472.0
2023-11-27 07:00:00+00:00,0.0,797.0,262.0,0.0,29.0,1088.0
2023-11-27 08:00:00+00:00,0.0,1022.0,372.0,0.0,54.0,1448.0
2023-11-27 09:00:00+00:00,0.0,968.0,340.0,0.0,6.0,1314.0
2023-11-27 10:00:00+00:00,0.0,1008.0,345.0,2.0,2.0,1357.0
2023-11-27 11:00:00+00:00,0.0,1038.0,284.0,0.0,0.0,1322.0
2023-11-27 12:00:00+00:00,0.0,1006.0,248.0,2.0,0.0,1256.0
2023-11-27 13:00:00+00:00,0.0,618.0,152.0,1.0,2.0,773.0
2023-11-27 14:00:00+00:00,0.0,403.0,15.0,2.0,0.0,420.0
2023-11-27 15:00:00+00:00,8.0,239.0,0.0,1.0,3.0,251.0
2023-11-27 16:00:00+00:00,33.0,73.0,0.0,2.0,19.0,127.0
2023-11-27 17:00:00+00:00,32.0,58.0,0.0,2.0,20.0,112.0
2023-11-27 18:00:00+00:00,5.0,128.0,0.0,3.0,2.0,138.0
2023-11-27 19:00:00+00:00,68.0,45.0,0.0,6.0,29.0,148.0
2023-11-27 20:00:00+00:00,159.0,0.0,0.0,10.0,70.0,239.0
2023-11-27 21:00:00+00:00,274.0,0.0,0.0,22.0,143.0,439.0
2023-11-27 22:00:00+00:00,202.0,0.0,33.0,38.0,133.0,406.0
2023-11-27 23:00:00+00:00,237.0,1.0,50.0,23.0,138.0,449.0
2023-11-28 00:00:00+00:00,325.0,0.0,72.0,10.0,162.0,569.0
2023-11-28 01:00:00+00:00,292.0,18.0,110.0,17.0,140.0,577.0
2023-11-28 02:00:00+00:00,195.0,90.0,80.0,33.0,86.0,484.0
2023-11-28 03:00:00+00:00,141.0,141.0,23.0,19.0,54.0,378.0
2023-11-28 04:00:00+00:00,158.0,30.0,0.0,6.0,28.0,222.0
2023-11-28 05:00:00+00:00,0.0,266.0,0.0,5.0,0.0,271.0
2023-11-28 06:00:00+00:00,0.0,708.0,11.0,0.0,0.0,719.0
2023-11-28 07:00:00+00:00,0.0,822.0,38.0,0.0,0.0,860.0
2023-11-28 08:00:00+00:00,0.0,749.0,21.0,0.0,0.0,770.0
2023-11-28 09:00:00+00:00,0.0,586.0,34.0,0.0,0.0,620.0
2023-11-28 10:00:00+00:00,0.0,578.0,76.0,0.0,0.0,654.0
2023-11-28 11:00:00+00:00,0.0,563.0,52.0,0.0,0.0,615.0
2023-11-28 12:00:00+00:00,0.0,530.0,9.0,0.0,0.0,539.0
2023-11-28 13:00:00+00:00,0.0,601.0,39.0,0.0,0.0,640.0
2023-11-28 14:00:00+00:00,0.0,728.0,81.0,1.0,0.0,810.0
2023-11-28 15:00:00+00:00,0.0,837.0,142.0,0.0,0.0,979.0
2023-11-28 16:00:00+00:00,0.0,873.0,197.0,0.0,0.0,1070.0
2023-11-28 17:00:00+00:00,0.0,852.0,200.0,0.0,0.0,1052.0
2023-11-28 18:00:00+00:00,0.0,878.0,216.0,0.0,0.0,1094.0
2023-11-28 19:00:00+00:00,0.0,838.0,219.0,5.0,0.0,1062.0
2023-11-28 20:00:00+00:00,0.0,258.0,126.0,2.0,1.0,387.0
2023-11-28 21:00:00+00:00,56.0,29.0,180.0,12.0,106.0,383.0
2023-11-28 22:00:00+00:00,52.0,169.0,172.0,48.0,96.0,537.0
2023-11-28 23:00:00+00:00,128.0,165.0,252.0,23.0,154.0,722.0
2023-11-29 00:00:00+00:00,93.0,218.0,275.0,16.0,139.0,741.0
2023-11-29 01:00:00+00:00,109.0,276.0,281.0,25.0,130.0,821.0
2023-11-29 02:00:00+00:00,120.0,283.0,261.0,37.0,120.0,821.0
2023-11-29 03:00:00+00:00,180.0,209.0,197.0,37.0,123.0,746.0
2023-11-29 04:00:00+00:00,167.0,103.0,17.0,23.0,70.0,380.0
2023-11-29 05:00:00+00:00,0.0,214.0,21.0,9.0,0.0,244.0
2023-11-29 06:00:00+00:00,0.0,823.0,198.0,1.0,0.0,1022.0
2023-11-29 07:00:00+00:00,0.0,1023.0,295.0,6.0,0.0,1324.0
2023-11-29 08:00:00+00:00,0.0,1099.0,314.0,0.0,0.0,1413.0
2023-11-29 09:00:00+00:00,0.0,1118.0,328.0,0.0,0.0,1446.0
2023-11-29 10:00:00+00:00,0.0,1145.0,312.0,0.0,0.0,1457.0
2023-11-29 11:00:00+00:00,0.0,1256.0,238.0,0.0,0.0,1494.0
2023-11-29 12:00:00+00:00,0.0,1132.0,140.0,0.0,0.0,1272.0
2023-11-29 13:00:00+00:00,0.0,958.0,70.0,0.0,0.0,1028.0
2023-11-29 14:00:00+00:00,0.0,782.0,32.0,0.0,0.0,814.0
2023-11-29 15:00:00+00:00,0.0,847.0,83.0,0.0,0.0,930.0
2023-11-29 16:00:00+00:00,0.0,670.0,116.0,2.0,0.0,788.0
2023-11-29 17:00:00+00:00,0.0,720.0,147.0,0.0,0.0,867.0
2023-11-29 18:00:00+00:00,0.0,674.0,151.0,0.0,0.0,825.0
2023-11-29 19:00:00+00:00,0.0,776.0,220.0,0.0,0.0,996.0
2023-11-29 20:00:00+00:00,0.0,425.0,183.0,0.0,0.0,608.0
2023-11-29 21:00:00+00:00,0.0,113.0,160.0,10.0,46.0,329.0
2023-11-29 22:00:00+00:00,0.0,104.0,171.0,11.0,76.0,362.0
2023-11-29 23:00:00+00:00,0.0,193.0,135.0,6.0,47.0,381.0
2023-11-30 00:00:00+00:00,30.0,204.0,113.0,6.0,58.0,411.0
2023-11-30 01:00:00+00:00,67.0,153.0,82.0,4.0,65.0,371.0
2023-11-30 02:00:00+00:00,19.0,187.0,30.0,6.0,26.0,268.0
2023-11-30 03:00:00+00:00,52.0,84.0,0.0,7.0,11.0,154.0
2023-11-30 04:00:00+00:00,2.0,18.0,0.0,6.0,0.0,26.0
2023-11-30 05:00:00+00:00,0.0,94.0,0.0,3.0,0.0,97.0
2023-11-30 06:00:00+00:00,0.0,716.0,5.0,0.0,0.0,721.0
2023-11-30 07:00:00+00:00,0.0,1011.0,153.0,0.0,0.0,1164.0
2023-11-30 08:00:00+00:00,0.0,1178.0,204.0,0.0,0.0,1382.0
2023-11-30 09:00:00+00:00,0.0,1032.0,173.0,2.0,0.0,1207.0
2023-11-30 10:00:00+00:00,0.0,946.0,164.0,2.0,0.0,1112.0
2023-11-30 11:00:00+00:00,0.0,1073.0,175.0,2.0,0.0,1250.0
2023-11-30 12:00:00+00:00,0.0,945.0,123.0,0.0,0.0,1068.0
2023-11-30 13:00:00+00:00,0.0,874.0,71.0,0.0,0.0,945.0
2023-11-30 14:00:00+00:00,0.0,754.0,32.0,2.0,0.0,788.0
2023-11-30 15:00:00+00:00,0.0,608.0,32.0,0.0,0.0,640.0
2023-11-30 16:00:00+00:00,0.0,492.0,115.0,0.0,0.0,607.0
2023-11-30 17:00:00+00:00,0.0,357.0,125.0,2.0,0.0,484.0
2023-11-30 18:00:00+00:00,0.0,342.0,156.0,0.0,0.0,498.0
2023-11-30 19:00:00+00:00,0.0,164.0,122.0,0.0,0.0,286.0
2023-11-30 20:00:00+00:00,0.0,12.0,89.0,0.0,1.0,102.0
2023-11-30 21:00:00+00:00,0.0,0.0,189.0,5.0,64.0,258.0
2023-11-30 22:00:00+00:00,107.0,0.0,185.0,36.0,123.0,451.0
2023-11-30 23:00:00+00:00,238.0,0.0,225.0,16.0,192.0,671.0
2023-12-01 00:00:00+00:00,254.0,0.0,232.0,26.0,190.0,702.0
